Age,Annual Income,Credit Score,Loan Amount,Existing Loan,Debt to Income,Has Default
21,26533,564,46230.52,0,0.37,1
44,69395,841,5490.3,0,0.64,1
34,145512,691,44155.09,0,0.8,1
29,43396,531,14837.82,1,0.41,0
39,32755,746,25516.55,1,0.57,1
34,20865,428,43355.65,0,0.23,0
27,31173,570,42076.05,0,0.12,0
18,78905,388,45136.74,1,0.98,1
39,58097,765,47318.76,1,0.37,0
43,53371,469,25122.06,0,0.35,1
35,124060,427,34536.37,0,0.98,0
67,31254,473,22571.53,0,0.76,0
31,24018,325,20782.25,1,0.63,0
64,25192,810,24421.79,0,0.73,1
46,22015,787,38438.43,0,0.74,1
29,128154,705,27564.83,1,0.79,0
53,88916,325,41632.69,0,0.16,0
52,48343,382,38534.83,0,0.47,1
69,89306,663,5921.53,0,0.37,1
29,25829,666,33360.72,1,0.16,1
24,54381,359,24645.7,1,0.47,1
46,131451,591,25548.3,0,0.65,0
28,101081,490,41826.79,1,0.26,1
50,38263,760,29642.36,0,0.37,1
23,123676,532,44852.98,0,0.68,0
64,73260,773,37076.25,1,0.62,1
32,63306,704,29877.8,0,0.88,1
49,111211,570,38954.21,1,0.81,1
68,78418,433,6725.71,1,0.97,0
28,110898,470,6218.76,0,0.64,0
40,20148,714,8750.72,0,0.73,0
43,21754,327,24690.44,1,0.87,0
51,46745,435,15595.26,1,0.86,1
63,92914,704,49291.76,0,0.75,0
51,131895,804,29403.06,1,0.55,1
46,75833,540,34808.71,0,0.35,0
21,40140,743,17546.91,0,0.89,1
34,94907,733,19480.86,1,0.8,0
52,80653,527,20095.79,0,0.85,0
30,112535,808,36443.11,1,0.23,0
58,81521,602,26316.78,0,0.38,1
56,98315,333,28295.76,0,0.48,1
32,51075,301,31640.13,0,0.85,0
46,50697,661,39596.52,0,0.9,0
46,143804,494,9066.64,0,0.36,1
28,74544,607,39959.33,0,0.72,1
69,29795,549,30345.58,1,0.17,0
49,84555,446,35109.3,1,0.47,0
19,72204,645,19739.83,0,0.54,0
64,123996,647,23422.41,1,0.79,0
31,89754,553,15402.46,1,0.9,0
37,84860,698,49068.5,1,0.4,1
39,123107,633,27365.13,1,0.57,1
28,71529,475,49823.46,1,0.68,0
44,31672,424,27040.37,0,0.4,1
20,74238,697,14888.81,0,0.99,1
34,116578,430,27835.36,0,0.89,1
61,55950,706,6781.8,0,0.37,1
45,31009,633,45714.64,0,0.56,1
46,67096,319,41834.76,1,0.31,1
38,39544,504,37661.92,1,0.56,1
64,75728,654,32442.2,0,0.71,0
33,49381,472,31092.54,0,0.18,0
54,147769,488,49852.77,1,0.88,1
37,45287,301,17509.88,0,0.63,1
23,84610,467,40085.8,0,0.99,0
36,88122,667,31163.21,1,0.12,1
22,88184,835,48914.62,0,0.85,0
20,60081,669,42251.14,0,0.81,0
18,103637,736,49933.63,0,0.22,1
55,65312,506,31474.62,0,0.4,1
32,107228,348,14204.48,0,0.9,1
51,92943,843,27665.92,1,0.57,0
52,102790,428,37000.0,0,0.46,1
66,100770,746,39846.22,0,0.91,1
42,72726,334,5022.95,1,0.18,0
41,42211,498,27726.22,0,0.53,0
29,49480,376,15585.56,0,0.69,0
35,67780,668,44371.03,1,0.65,1
32,77138,825,11880.74,1,0.34,1
61,110382,648,34990.53,1,0.61,1
33,62503,805,16972.8,1,0.74,1
44,77893,537,21044.4,1,0.63,1
25,66193,579,47325.17,0,0.72,0
63,134002,731,15820.17,1,0.33,0
42,147543,437,9275.12,1,0.85,0
34,81358,568,8117.82,1,0.5,0
46,100857,500,27707.68,1,0.99,1
25,98182,441,33877.02,0,0.12,0
32,140457,654,19728.21,1,0.44,0
44,42117,628,36061.69,0,0.26,0
63,148333,530,7746.52,0,0.6,1
67,79056,607,43580.06,1,0.32,1
69,137928,445,41745.52,0,0.76,1
24,78706,451,49347.33,0,0.89,1
20,90429,439,47142.72,0,0.29,1
46,29476,320,21028.87,1,0.24,0
61,102806,553,22967.39,1,0.89,0
41,75006,363,38568.42,0,0.43,0
20,107238,517,11033.72,1,0.49,0
37,136946,371,19130.66,1,0.3,1
63,89918,461,10334.34,1,0.48,0
32,83155,429,25469.89,0,0.31,1
42,87321,524,29840.19,1,0.7,0
47,65798,753,14502.22,1,0.55,0
31,97271,683,6198.43,0,0.81,1
24,50177,406,37371.01,1,0.38,0
34,116248,402,5900.23,0,0.56,0
61,148022,440,48803.12,1,0.33,0
37,142415,433,14972.33,1,0.94,0
53,102215,498,34875.5,1,0.57,1
26,63013,809,24563.83,1,0.26,1
55,120901,378,7685.32,0,0.35,0
65,102600,781,26248.26,1,0.17,1
39,116099,811,28254.23,0,0.13,1
19,139578,549,43460.74,0,0.57,0
41,73450,782,37955.71,1,0.4,0
25,118628,471,8568.61,1,0.97,1
28,67928,316,14412.32,1,0.25,1
30,142640,593,19034.95,1,0.81,0
34,112403,693,10238.35,1,0.38,0
25,65382,797,25560.46,1,0.3,0
38,119290,518,49293.91,1,0.97,0
35,105038,533,28157.58,1,0.82,0
47,20760,689,38384.7,1,0.67,1
35,44142,547,35732.2,0,0.73,1
63,130189,351,43246.01,1,0.99,1
64,127532,314,14707.56,1,0.63,0
48,37290,623,38922.18,0,0.19,0
55,91035,740,44660.99,1,0.16,0
49,20364,411,12717.94,1,0.7,1
28,76921,306,20606.1,0,0.69,0
62,39797,544,48654.58,1,0.77,0
42,126331,747,40135.45,0,0.2,0
50,52535,664,17716.59,1,0.95,1
55,66300,666,30377.38,1,0.6,1
58,67176,586,23194.68,1,0.68,0
25,36105,405,27048.43,0,0.13,1
28,27939,312,20982.48,0,0.96,1
39,99472,445,17569.9,0,0.61,0
68,62029,777,35364.34,0,0.61,0
41,35863,414,40034.38,1,0.95,1
58,98097,808,44328.07,0,0.94,0
34,30447,451,11989.85,1,0.3,1
29,116160,356,42028.5,1,0.94,0
63,66940,681,16466.04,1,0.76,0
49,130182,456,24230.14,1,0.12,0
32,97947,432,45564.97,1,0.32,1
33,105001,462,25452.66,0,0.47,1
39,123752,574,13867.86,1,0.62,0
45,39642,376,12194.09,1,0.73,0
37,116798,343,26284.27,0,0.29,0
50,115899,849,39320.26,1,0.85,1
27,87643,617,49874.23,0,0.86,1
57,27928,833,40433.39,1,0.67,0
49,68002,453,44465.54,0,0.93,1
67,104853,536,38652.46,1,0.83,1
50,134614,816,45294.58,1,0.3,0
19,137517,520,8433.21,0,0.82,1
50,45017,609,46846.92,1,0.96,0
50,99064,476,22838.28,1,0.22,1
58,139694,519,46472.64,0,0.98,0
30,33313,337,8407.98,0,0.12,1
47,21559,730,37185.93,1,0.57,1
50,70893,502,38105.99,0,0.8,1
30,35167,747,49860.99,1,0.81,0
69,100879,794,39598.49,0,0.76,1
43,58598,424,22215.82,0,0.58,1
39,27523,364,30076.18,0,0.69,1
56,69777,543,21494.79,1,0.73,0
19,48439,826,13820.84,1,0.55,1
55,136378,525,16182.6,1,0.64,1
56,101060,764,14990.47,0,0.86,1
43,33285,592,29696.69,1,0.38,0
63,30973,680,45777.23,1,0.57,0
67,142970,465,46072.7,0,0.11,0
32,42694,517,7464.37,0,0.72,0
51,55774,574,8595.47,1,0.28,0
59,24302,351,16030.36,1,0.53,1
61,135776,673,16477.68,1,0.29,1
66,42391,662,9270.01,1,0.12,0
57,24611,313,22480.85,1,0.53,1
28,29372,639,31447.64,0,0.48,1
20,44312,838,31017.3,1,0.48,1
23,34080,388,29454.34,1,0.29,1
26,100618,340,20240.24,1,0.95,1
23,132945,603,36790.51,0,0.1,0
26,128397,567,42191.78,0,0.9,1
56,116213,437,20582.34,1,0.76,0
48,40874,305,8849.09,1,0.25,1
49,82537,541,18334.86,1,0.52,1
58,93914,461,11181.59,1,0.99,0
67,21597,817,26031.14,0,0.68,1
29,31600,700,12017.08,1,0.21,0
25,23747,455,25828.01,1,0.51,0
25,99415,384,14945.13,1,0.52,0
67,137358,309,38242.9,0,0.82,1
45,98553,437,6240.57,0,0.92,0
37,44815,455,29963.58,0,0.17,1
64,104500,707,12626.97,0,0.38,1
24,114348,524,5044.63,0,0.37,1
28,125736,483,44114.0,1,1.0,1
37,44714,494,35218.75,0,0.6,1
33,38890,695,9452.43,1,0.89,0
21,81509,433,34883.26,1,0.48,0
23,81824,608,32524.13,1,0.75,1
39,24725,841,26301.05,0,0.36,1
43,63205,308,23866.61,0,0.92,0
20,40684,469,44918.14,0,0.51,1
58,111861,589,16031.66,1,0.82,0
59,77911,467,22923.95,1,0.33,1
31,118078,643,19810.19,0,0.72,1
28,131573,796,39704.05,0,0.46,1
35,33092,444,46240.94,0,0.13,1
29,115918,712,43240.18,1,0.47,1
40,59770,756,40896.68,1,0.6,1
29,45457,601,49405.55,0,0.24,1
30,91667,345,36371.5,1,0.27,0
42,131565,316,38797.42,1,0.52,0
62,110751,659,49226.11,0,0.41,1
68,82894,560,5314.59,1,0.5,0
36,81305,422,33532.18,1,0.51,0
63,32612,530,38253.72,1,0.23,1
53,122841,411,46302.22,0,0.26,1
62,98627,545,44772.99,1,0.86,0
25,120639,690,42888.23,1,0.25,0
46,57089,691,47560.61,0,0.7,1
49,115295,627,29182.06,0,0.48,1
68,131558,514,5311.4,1,0.97,1
61,72137,666,5497.45,1,0.16,0
35,20559,381,29508.76,1,0.85,1
23,86249,375,24587.25,0,0.54,1
35,57361,826,25306.03,0,0.1,1
36,100720,802,23018.21,1,0.34,0
39,35261,778,46297.66,0,0.47,0
54,40372,671,21162.67,0,0.38,1
49,75355,564,43530.21,0,0.43,1
58,117676,563,45628.92,0,0.93,1
20,118560,409,27477.58,0,0.42,1
45,77920,606,25112.21,0,0.48,1
27,132878,499,39245.93,1,0.79,0
68,52544,525,36858.72,1,0.81,1
52,20037,484,19784.08,1,0.18,1
46,63032,330,9614.67,0,0.73,1
32,98233,398,16918.36,1,0.53,1
50,61420,638,10896.28,1,0.22,0
24,134234,565,18262.95,0,0.34,0
29,117243,649,16781.97,1,0.14,0
66,111552,843,33697.01,1,0.42,1
47,149380,756,47952.32,1,0.33,1
38,147358,387,35858.47,1,0.44,0
48,54600,362,46699.22,0,0.62,0
41,68285,686,40285.95,1,0.76,1
37,82008,758,37754.49,0,0.64,0
54,109520,568,23632.79,0,0.71,0
21,25167,645,19615.75,1,0.88,1
45,146279,377,43082.48,0,0.89,0
61,20432,664,45742.7,0,0.87,1
37,89687,313,25334.71,0,0.24,0
41,133216,435,5407.84,0,0.33,1
67,91947,603,40663.9,1,0.55,1
66,116324,696,17828.1,1,0.42,0
68,70903,378,5444.95,0,0.22,1
49,112159,717,41224.49,0,0.36,0
58,74149,541,28283.64,0,0.98,1
53,107640,350,35834.48,0,0.41,1
51,76768,683,46161.04,1,0.48,1
53,80184,674,29352.82,0,0.11,0
19,85792,505,27643.73,1,0.75,0
32,53439,788,18079.8,0,0.47,1
51,53257,680,18733.72,0,0.19,0
53,125193,610,40844.39,0,0.97,1
23,64674,674,25206.32,1,0.8,0
56,71248,341,12358.68,1,0.75,0
59,103602,832,9253.79,1,0.96,0
68,65371,821,26281.41,0,0.47,1
68,118282,452,25922.98,1,0.75,1
29,87996,611,34405.62,0,0.29,0
20,57297,593,26198.04,0,0.73,0
62,74273,412,11456.41,1,0.11,0
35,81256,411,27851.13,0,0.21,0
57,54743,474,45805.52,1,0.48,1
38,88752,601,12174.86,0,0.11,1
32,99803,815,36038.96,0,0.52,1
50,95117,520,31723.67,0,0.57,1
52,90051,470,38686.36,0,0.66,1
43,42076,617,11777.01,0,0.19,1
25,130352,512,47372.24,1,0.26,1
53,95312,552,32943.49,0,0.65,1
65,139627,423,43118.2,0,0.69,0
47,107483,512,16097.3,1,0.12,1
40,22963,384,38273.58,1,0.59,1
59,139217,815,40146.38,0,0.81,1
61,92322,364,22884.59,1,0.16,1
31,33866,617,22277.91,0,0.47,0
31,124504,645,34600.83,1,0.39,0
19,52305,542,9203.35,1,0.92,1
54,82403,436,38103.09,0,0.27,1
22,102896,546,6929.9,1,0.39,1
55,125649,740,13576.56,0,0.91,0
62,146244,344,34886.47,0,0.4,0
58,52813,388,9424.57,0,0.58,0
64,86729,527,48732.89,1,0.13,1
31,80686,590,44077.83,0,0.99,1
56,24512,721,33183.6,1,0.84,1
42,139631,366,41857.59,0,0.67,1
37,42666,550,44941.1,1,0.15,1
19,36630,340,16676.4,1,0.17,0
56,137907,398,43223.52,1,0.59,0
23,147205,605,13765.72,1,0.36,1
34,94519,755,23600.4,0,0.66,0
42,20636,600,30121.68,0,0.64,1
45,23775,498,37125.09,0,0.85,1
19,87957,787,6356.36,0,0.35,0
52,84591,405,18072.92,1,0.62,0
54,98561,700,32383.36,0,0.8,0
22,94816,776,21081.59,1,0.54,1
18,122487,421,39876.13,1,0.85,0
57,31351,376,34324.35,0,0.22,0
29,135400,611,15548.07,0,0.76,1
53,140533,411,11566.8,0,0.95,0
62,123627,817,33307.11,0,0.4,0
40,75184,496,25271.03,0,0.43,0
64,148381,397,12603.07,1,0.18,0
48,131192,758,19686.84,0,0.68,1
28,115707,529,18637.1,0,0.6,1
27,89180,467,9865.94,0,0.14,0
20,101678,307,29610.91,1,0.78,1
31,93309,471,39364.19,0,0.85,0
33,114002,659,30896.01,1,0.92,1
27,30778,494,42183.11,1,0.59,1
46,32501,568,10740.58,1,0.51,1
27,132713,318,24602.53,0,0.89,0
29,22108,653,32423.68,1,0.46,0
47,114905,348,35420.07,1,0.69,1
58,56382,763,36310.38,1,0.65,0
18,111354,655,37803.44,0,0.43,1
22,95787,457,34314.34,1,0.18,0
37,43341,365,9240.26,0,0.12,0
25,97214,607,36288.76,1,0.49,1
60,34367,636,37615.22,1,0.53,1
29,139967,420,49706.6,0,0.84,1
18,115208,703,36201.31,1,0.47,0
37,89868,395,35907.37,1,0.35,0
45,32002,413,28166.6,1,0.52,1
60,148180,728,44056.53,0,0.31,1
54,105820,839,49857.56,0,0.18,1
64,79949,301,40057.02,0,0.2,1
54,35700,511,32562.52,1,0.39,0
29,99305,632,8552.97,1,0.11,1
54,82543,323,37703.26,1,0.3,1
66,49318,667,36885.27,0,0.81,1
66,109859,805,39900.57,0,0.31,0
61,47610,475,10604.99,0,0.2,1
45,92499,728,34417.96,1,0.95,1
64,139256,741,18307.58,0,0.66,1
32,93374,847,39212.21,0,0.15,0
23,85226,813,15816.83,1,0.16,0
61,65167,660,35779.04,0,0.65,1
37,97779,573,18274.68,1,0.59,1
67,47939,476,5404.74,1,0.16,0
31,81365,563,33501.11,0,0.3,0
19,87381,485,10097.11,0,0.94,1
26,66710,826,34668.12,1,0.61,1
54,36766,578,46652.43,0,0.5,0
37,122416,497,48616.07,1,0.33,0
43,32780,648,15616.54,0,0.22,1
46,68458,720,41416.4,0,0.46,0
18,76221,604,20909.9,1,0.93,0
52,138498,363,45520.57,1,0.14,1
23,128392,589,40437.03,0,0.99,0
54,21509,317,8326.48,0,0.29,0
22,109493,363,23321.16,1,0.47,0
50,130708,629,20179.3,0,0.14,1
66,54346,316,40333.15,0,0.63,0
68,102799,742,23462.86,0,0.54,0
31,136850,440,35806.48,1,0.7,0
29,66874,607,32109.59,0,0.59,0
59,46148,743,48903.74,0,0.46,1
37,51533,795,47200.32,0,0.76,1
67,128144,725,24246.48,1,0.12,1
41,142402,774,37561.02,1,0.59,0
60,98467,544,42325.7,0,0.2,0
51,21359,749,45449.86,1,0.49,0
42,139119,650,8066.04,1,0.81,0
67,110068,460,18593.55,0,0.23,0
46,80313,439,19410.35,0,0.94,0
56,40344,792,24550.07,1,0.9,1
48,138499,830,12616.91,0,0.47,1
64,89778,692,27329.26,0,0.11,1
60,40601,700,34844.64,0,0.81,0
67,134768,349,27381.38,0,0.89,1
40,39116,594,34960.69,1,0.26,0
61,76985,724,7989.87,1,0.92,0
55,121013,311,44419.43,0,0.92,0
37,137110,634,47258.11,0,0.52,0
40,138329,314,32805.83,1,0.82,0
62,50782,327,44662.59,0,0.5,0
69,131095,687,10915.07,0,0.61,0
33,69819,591,40885.2,0,0.39,1
67,104416,549,10361.67,1,0.24,0
59,89035,804,23360.46,0,0.77,0
25,117123,397,19571.83,0,0.1,0
67,64458,636,31351.63,0,0.62,0
38,111556,338,18568.15,0,0.88,1
18,144225,337,33679.11,0,0.3,0
25,28080,599,21532.43,1,0.4,1
46,108743,478,43735.57,0,0.63,1
49,53957,768,33524.77,1,0.32,1
55,33908,581,14688.42,1,0.86,0
22,116188,463,20125.82,0,0.43,0
64,115880,752,43133.94,0,0.62,1
39,141292,396,22391.59,0,0.3,1
64,110570,608,29110.96,0,0.14,1
51,111324,561,34202.39,0,0.26,1
18,98287,592,20651.43,0,0.14,1
43,143791,548,18229.04,0,0.52,0
60,67482,544,26386.47,0,0.63,1
27,119329,550,14669.64,0,0.14,1
47,142473,422,17789.48,0,0.18,1
67,145291,624,7793.53,1,0.54,1
35,118375,800,18678.66,0,0.82,1
34,58314,365,19431.68,0,0.67,1
43,120989,358,48282.49,0,0.19,0
25,94921,797,31537.8,1,0.9,0
64,142060,672,40432.21,1,0.93,1
57,103768,565,7041.98,1,0.39,1
66,128880,535,9794.15,0,0.65,1
29,120326,517,41654.16,1,0.54,0
44,35831,826,33059.73,0,0.95,0
25,141026,740,13594.19,0,0.56,0
42,40125,705,23215.79,1,0.96,0
63,82451,768,29240.26,0,0.28,0
21,65708,409,42962.44,1,0.41,0
50,37682,652,7718.54,1,0.8,0
18,122406,390,31852.5,1,0.81,1
36,102824,713,37266.62,0,0.76,1
48,55794,372,49005.13,0,0.87,0
33,79372,846,41322.2,0,0.73,0
31,59477,597,17430.23,0,0.67,1
65,73863,582,36931.06,1,0.51,1
22,109941,804,39347.5,0,0.52,0
58,58737,497,37838.1,1,0.47,0
43,22620,331,41906.48,0,0.66,0
45,120950,640,45667.85,1,0.47,0
19,123169,633,9429.34,1,0.23,0
67,142033,442,9714.37,0,0.2,0
23,55057,709,40838.0,1,0.93,1
26,60138,343,16356.76,0,0.12,0
50,99390,331,7634.36,0,0.19,1
58,73024,327,23055.31,1,0.5,0
42,29677,722,41894.46,0,0.34,1
65,64111,790,10695.43,1,0.47,1
30,44074,459,35232.89,0,0.21,1
26,37824,506,5162.71,1,0.22,0
30,20765,317,9938.19,1,0.82,0
48,65439,402,20788.27,0,0.78,0
58,145318,531,8762.1,0,0.19,1
28,117151,723,43065.58,1,0.7,0
21,68926,846,43883.17,0,0.65,1
51,56860,538,39000.68,1,0.74,0
55,32975,633,15911.58,0,0.53,0
63,94877,448,28546.12,1,0.34,1
21,113677,707,13288.48,0,0.7,0
55,97870,316,17657.53,1,0.43,0
36,134381,525,28220.24,0,0.3,1
23,101371,559,38075.62,0,0.47,1
51,46548,473,9259.45,1,0.79,0
35,120970,504,18351.35,1,0.53,0
30,110575,714,46697.96,1,0.37,1
58,118066,807,24310.55,1,0.85,1
40,58736,452,47249.14,1,0.89,0
36,81562,402,49613.02,1,0.49,1
62,60409,364,28699.69,0,0.44,1
28,104101,416,17961.98,0,0.65,0
18,29834,455,40584.96,1,0.15,0
41,122192,381,12168.98,0,0.72,1
24,20840,817,16342.11,1,0.8,0
42,99409,366,40319.6,0,0.46,0
38,51568,537,24514.07,1,0.26,0
32,30846,625,14069.21,1,0.13,0
18,25899,366,34300.66,0,0.67,0
29,106038,475,37974.28,1,0.34,1
24,86101,777,10628.21,0,0.52,1
32,58773,554,17464.11,0,0.45,0
38,149789,362,14957.45,0,0.26,0
36,127460,702,22093.46,0,0.56,1
46,128778,491,39355.02,0,0.51,1
42,94723,628,37116.86,0,0.66,1
50,92762,370,34813.58,0,0.33,1
66,127683,362,5282.85,0,0.29,1
49,124194,596,11396.45,0,0.83,0
66,131417,544,15048.39,0,0.73,0
52,24311,818,17238.01,1,0.79,0
61,129750,692,11589.19,0,0.21,0
55,76888,476,23464.2,0,0.3,1
43,61616,503,8383.13,1,0.62,1
28,72134,832,38751.0,1,0.87,1
52,111225,427,40447.44,1,0.9,0
25,26083,494,30842.0,1,0.85,1
63,32598,493,9036.72,0,0.14,0
31,102476,483,45053.74,0,0.84,1
27,137707,546,48453.61,0,0.91,0
19,112416,623,14106.36,1,0.15,0
63,22580,459,36708.79,1,0.47,1
26,142834,365,42887.24,0,0.58,1
20,132148,553,29292.96,1,0.31,1
38,77395,582,19549.54,0,0.57,0
43,62321,359,26535.14,1,0.9,1
25,29386,417,28052.09,1,0.88,1
65,73171,722,23028.67,0,0.95,1
19,39522,335,46842.91,0,0.54,1
23,85532,830,38474.74,0,0.47,1
45,111760,390,15858.57,1,0.7,0
46,34635,600,31350.07,1,0.48,0
43,20671,516,35991.01,0,0.14,1
42,53545,397,11307.04,0,0.75,1
29,74079,755,21129.16,0,0.35,0
22,46855,830,45749.67,1,0.14,0
51,55790,837,30522.79,1,0.12,1
65,71012,327,14764.9,0,0.94,0
54,137827,623,10525.32,0,0.33,0
32,132121,522,28320.21,0,0.5,1
61,149051,379,29645.86,1,0.96,0
53,34260,757,20048.65,1,0.52,0
32,85139,475,33368.72,0,0.17,0
60,21074,821,8090.81,1,0.6,0
65,62676,756,11531.29,0,0.18,0
40,29475,722,29582.32,0,0.19,1
23,98414,399,7781.71,0,0.87,1
63,35120,702,44640.89,1,0.36,0
67,43147,679,11396.59,0,0.71,0
61,21986,830,35326.39,0,0.56,1
60,129129,631,22604.15,1,0.3,0
62,52430,617,22990.45,0,0.57,1
38,127497,836,39420.03,0,0.16,0
40,75479,388,27475.8,0,0.41,1
60,102966,810,37654.5,0,0.57,1
33,22176,341,27733.61,1,0.31,1
64,104258,688,31680.74,1,0.69,0
32,128351,380,39232.16,0,0.15,1
42,135188,701,32328.89,1,0.54,0
53,104153,406,32702.68,1,0.74,1
28,81918,410,40514.88,1,0.49,0
68,148570,576,47708.91,1,0.89,0
32,47115,513,21952.23,1,0.67,1
21,122912,805,30970.27,1,0.96,0
38,97442,420,8882.29,1,0.36,0
30,60002,433,21146.17,1,0.94,0
39,77124,670,23542.22,0,0.65,0
36,26610,556,42585.68,0,0.77,1
51,128828,479,28102.66,0,0.91,0
31,69752,347,37897.99,0,0.6,1
21,148416,318,5855.33,0,0.88,1
65,98947,345,25902.17,0,0.59,0
69,138972,750,45559.29,0,0.64,0
63,94716,355,15094.13,0,0.5,0
44,67993,391,6418.5,1,0.23,1
46,30073,381,24503.39,0,0.6,1
64,57251,378,36699.43,0,0.98,0
45,116496,582,25450.86,1,0.81,0
52,91437,610,25699.02,1,0.77,1
25,58897,459,35141.23,0,0.68,1
33,70906,615,16447.5,0,0.41,1
59,71616,455,38835.04,0,0.25,1
53,128719,767,11890.11,1,0.3,1
47,24482,761,22808.78,0,0.11,1
35,127990,416,34520.36,1,0.71,1
19,110964,663,42276.61,0,0.83,1
66,92936,765,40618.9,1,0.34,1
30,59574,483,37475.85,1,0.18,0
21,143331,465,21159.34,1,0.4,0
43,63284,374,10503.69,0,0.36,1
42,92932,571,14757.54,0,0.51,0
47,27338,802,43917.52,1,0.34,1
28,62718,642,43579.91,1,0.41,1
24,32500,550,47820.24,1,0.92,0
48,31545,429,8419.49,0,0.4,0
61,81480,657,29156.41,1,0.81,0
27,25241,707,34190.74,0,0.66,0
56,109314,794,36979.58,0,0.4,1
30,42821,781,33973.85,1,0.84,0
48,24695,377,39650.51,1,0.64,1
24,97066,813,21176.22,0,0.11,0
66,132616,620,13074.47,0,0.16,1
59,137276,589,14206.25,0,0.78,0
59,34318,596,5539.04,1,0.5,1
53,70934,774,20764.48,0,0.46,0
37,42331,322,9128.48,0,0.23,0
21,141282,471,19466.99,1,0.24,1
24,72672,617,33269.45,0,0.82,1
18,111891,492,45251.51,1,0.85,0
61,96860,417,42782.25,1,0.6,0
62,113685,305,16370.34,1,0.37,1
59,88754,782,11033.74,1,0.94,1
64,105677,431,13688.25,1,0.66,0
30,122320,392,48694.4,1,0.82,0
39,22837,821,29726.35,1,0.1,0
38,145261,593,13212.6,1,0.51,0
39,140688,691,42833.58,1,0.88,0
45,134616,548,22783.61,0,0.4,0
26,125338,716,45465.0,1,0.75,0
43,60077,442,16730.47,0,0.69,0
26,99915,536,22694.98,0,0.24,0
32,24239,586,27722.65,1,0.8,0
27,130432,576,45167.69,1,0.2,0
41,106348,686,44094.08,1,0.76,0
59,49669,681,30845.98,0,0.99,0
25,68624,749,14979.9,1,0.96,0
41,95147,590,23151.06,0,0.82,1
33,24150,468,48903.49,0,0.58,0
66,144210,742,32349.8,0,0.71,1
43,31109,483,40149.4,1,0.76,0
44,119750,344,25243.91,1,0.11,0
54,46016,567,28940.33,0,0.19,1
21,31936,775,24302.94,0,0.64,0
67,31036,552,36631.44,0,0.11,0
41,59236,695,43316.2,0,0.92,0
36,34021,588,27831.36,1,0.54,0
53,140478,511,26639.04,1,0.33,0
56,56943,320,20312.89,0,0.45,1
27,133694,615,12969.35,0,0.87,0
42,123384,737,47266.15,0,0.93,1
35,101007,722,19223.59,1,0.2,0
36,133197,532,41031.12,1,0.8,0
53,70016,422,37190.62,0,0.62,1
27,43244,513,40591.29,1,0.63,0
50,83027,339,47154.57,1,0.8,1
67,134313,631,33051.68,0,0.3,0
22,143351,481,45407.77,1,0.58,0
64,58985,564,12546.38,1,0.39,0
66,123976,832,33202.07,1,0.19,0
52,21502,731,39752.4,1,0.19,1
61,73836,495,17223.85,1,0.22,0
51,119714,808,38333.92,1,0.65,0
50,23770,746,40031.46,0,0.2,0
38,62865,827,42403.46,0,0.61,0
34,73811,501,19079.73,0,0.63,1
39,24001,432,35672.3,1,0.91,0
65,80848,438,18691.4,1,0.66,1
54,72635,792,38256.82,1,0.99,0
32,40946,369,25833.81,0,0.13,0
52,86134,314,31889.5,0,0.73,1
45,115852,511,23712.8,1,0.12,1
24,111103,359,12289.23,1,0.76,1
49,112044,551,13011.33,1,0.45,1
28,63744,745,8490.6,1,0.65,0
27,137729,301,32813.27,1,0.38,0
26,142848,635,43188.73,0,0.24,1
31,59159,318,5937.66,0,0.75,0
30,115812,377,7980.78,1,0.91,1
42,43671,771,25586.01,0,0.27,1
19,36450,327,38197.43,1,0.93,1
52,34908,464,12096.84,0,0.23,1
24,77275,757,17224.31,1,0.76,1
38,64358,475,15440.28,1,0.96,0
35,69047,328,22957.3,1,0.23,1
20,55518,578,15124.94,1,0.49,0
59,77813,582,20866.94,0,0.4,1
56,116748,778,37784.42,1,0.45,1
58,128220,818,32495.42,1,0.78,1
66,26806,604,8653.18,1,0.7,1
28,124733,408,33698.55,1,0.97,1
56,60891,623,26468.47,0,0.27,0
41,146865,505,47055.45,0,0.59,1
63,103551,533,18018.69,0,0.5,0
36,149335,757,37677.49,1,0.93,1
21,59220,486,37888.74,0,0.11,0
43,37158,781,14967.54,1,0.99,1
55,100992,706,45645.06,0,0.53,0
59,47588,808,27103.24,0,0.66,1
49,82576,819,35549.75,1,0.42,0
56,108027,352,11563.5,0,0.87,1
62,44188,697,16601.18,1,0.61,0
63,112615,498,31374.82,0,0.7,1
53,78830,690,19356.23,1,0.68,0
57,24019,797,27486.18,1,0.43,1
54,32419,471,21830.23,1,0.17,0
50,53697,385,33824.92,1,0.83,0
53,104932,485,26921.54,0,0.36,1
20,139712,455,5207.45,1,0.86,1
26,124568,792,34235.64,0,0.65,1
25,115428,820,23995.47,1,0.42,1
50,27973,429,20376.43,1,0.63,0
23,128001,380,9236.6,1,0.68,0
58,106649,683,14916.64,1,0.74,0
56,142649,594,15069.75,0,0.84,0
21,31136,568,47091.63,0,0.24,0
30,104739,834,24463.08,1,0.95,1
66,82502,677,6892.96,0,0.47,0
19,51285,675,11246.75,0,0.87,0
22,43039,387,8556.47,1,0.3,1
61,86720,410,31499.12,0,0.13,0
44,143168,453,13397.97,1,0.62,0
49,108263,762,27435.09,1,0.39,0
38,79155,455,21652.79,0,0.99,1
25,36911,617,41174.44,0,0.19,0
